News Organization,Article Title,URL,Keyword,Controversial Flag
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,nunavut,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,travelling,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,north,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,glenbow,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,really,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,inuit,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,fullerton,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,photos,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,grandmother,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,hundreds,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,centuryold,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,harbour,0
CBC News,Know these faces? Inuit life in early 1900s captured in photos travelling the North | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,taken,0
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,resigns,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,agency,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,russia,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,wada,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,review,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,report,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,decision,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,committee,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,reinstating,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,russian,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,antidoping,1
CBC News,Beckie Scott resigns over reinstatement of Russia's anti-doping agency | CBC Sports,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,recommended,1
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,rising,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,house,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,floods,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,north,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,carolina,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,carolinas,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,rain,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,wilmington,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,florence,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,dead,0
CBC News,"Florence keeps dumping rain on Carolinas, adding to inland flooding | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,storm,0
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,dustbin,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,max,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,bernier,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,warning,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,conservative,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,reconstruction,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,election,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,vote,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,wrote,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,party,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,minister,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,conservatives,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,history,1
CBC News,Could Bernier's new party go down in flames? History says 'maybe' | CBC News,https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,stevens,1
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,worsened,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,hurricane,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,say,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,effects,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,climate,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,rain,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,likely,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,reed,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,florence,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,paper,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,forecast,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,researchers,0
CBC News,"Hurricane Florence likely worsened by effects of climate change, researchers say | CBC News",https://newsapi.org/v2/top-headlines?sources=cbc-news&apiKey=e57ae719a0204b648096b52881173731,change,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,whats,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,messenger,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,facebook,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,world,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,unfolds,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,survivor,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,chat,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,yelling,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,happening,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,florence,0
CNN,Florence survivor: We could hear people yelling - CNN Video,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,hear,0
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,agent,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,serial,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,border,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,told,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,charges,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,described,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,cnn,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,killer,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,arrested,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,male,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,district,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,slayings,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,deaths,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,ortiz,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,patrol,1
CNN,US Border Patrol agent arrested in 4 deaths described as serial killer,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,victims,1
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,path,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,twitter,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,hurricane,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,track,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,share,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,weatherloading,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,florences,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,tracker,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,team,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,tracking,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,follow,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,traveled,0
CNN,Hurricane tracker: Follow Florence's path,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,weather,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,numbers,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,startling,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,staggering,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,north,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,wrath,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,tropical,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,threat,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,carolina,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,florences,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,system,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,storm,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,unloading,0
CNN,These are the staggering numbers behind Florence's wrath,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,think,0
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,paid,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,protect,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,caption,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,north,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,really,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,hide,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,carolina,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,carolinas,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,photos,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,drenches,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,florence,1
CNN,Who really paid to protect us from Florence,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,pictures,1
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,takes,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,near,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,neighbor,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,river,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,north,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,smashed,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,neuse,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,carolinas,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,bern,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,somodevillagetty,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,photos,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,drenches,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,florence,0
CNN,In pictures: Florence drenches Carolinas,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,pictures,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,worse,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,kin,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,fayetteville,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,waters,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,mayor,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,starting,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,rise,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,river,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,little,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,going,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,fear,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,ignore,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,mandatory,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,evacuation,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,seen,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,residents,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,notify,0
CNN,Live updates: Florence pummels the Carolinas - CNN,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,order,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,sponsoring,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,rains,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,s,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,north,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,beloved,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,wash,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,carolina,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,bern,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,away,0
CNN,Florence rains wash away New Bern's beloved statues,https://newsapi.org/v2/top-headlines?sources=cnn&apiKey=e57ae719a0204b648096b52881173731,berns,0
